loss,mse,mae,soft_acc,val_loss,val_mse,val_mae,val_soft_acc
0.006542268209159374,0.006542268209159374,0.06215989217162132,0.8580846190452576,0.0060395486652851105,0.0060395486652851105,0.061767205595970154,0.8431249856948853
0.005358636379241943,0.005358636379241943,0.05746177211403847,0.8706409335136414,0.005478686187416315,0.005478686187416315,0.058760881423950195,0.8535416722297668
0.005173486191779375,0.005173486191779375,0.056532878428697586,0.873725175857544,0.0054825786501169205,0.0054825786501169205,0.05896509066224098,0.8508333563804626
0.005119943059980869,0.005119943059980869,0.05627335235476494,0.8748015761375427,0.005411086603999138,0.005411086603999138,0.058392975479364395,0.8573958277702332
0.005068478174507618,0.005068478174507618,0.05601111426949501,0.8754012584686279,0.005325977224856615,0.005325977224856615,0.0581703744828701,0.8527604341506958
0.00500479293987155,0.00500479293987155,0.05564769357442856,0.8759602308273315,0.005277195014059544,0.005277195014059544,0.05813676491379738,0.8561458587646484
0.0049862987361848354,0.0049862987361848354,0.05555139109492302,0.8767228126525879,0.005218342877924442,0.005218342877924442,0.05789186432957649,0.8577083349227905
0.004950635600835085,0.004950635600835085,0.05535005033016205,0.8775721192359924,0.0059363446198403835,0.0059363446198403835,0.060480743646621704,0.850989580154419
0.004904626403003931,0.004904626403003931,0.05512569472193718,0.876298189163208,0.005185878835618496,0.005185878835618496,0.05681870877742767,0.8592187762260437
0.00486150523647666,0.00486150523647666,0.05480971187353134,0.8780738711357117,0.005131861194968224,0.005131861194968224,0.057204291224479675,0.85958331823349
0.004809167236089706,0.004809167236089706,0.054546747356653214,0.8777774572372437,0.005213937722146511,0.005213937722146511,0.057303767651319504,0.8597916960716248
0.004781189374625683,0.004781189374625683,0.05435347184538841,0.8781578540802002,0.005132806487381458,0.005132806487381458,0.05684823542833328,0.8598437309265137
0.004752943757921457,0.004752943757921457,0.054200429469347,0.8790245652198792,0.0051749409176409245,0.0051749409176409245,0.05747709050774574,0.85958331823349
