loss,mse,mae,soft_acc,val_loss,val_mse,val_mae,val_soft_acc
0.0074457814916968346,0.0074457814916968346,0.06716392189264297,0.8446350693702698,0.006249793339520693,0.006249793339520693,0.06411571055650711,0.8443750143051147
0.006037854123860598,0.006037854123860598,0.06124798208475113,0.8618327975273132,0.0060309008695185184,0.0060309008695185184,0.06212647631764412,0.843177080154419
0.005852087866514921,0.005852087866514921,0.06031568720936775,0.8662840723991394,0.005959728732705116,0.005959728732705116,0.06182090565562248,0.8477604389190674
0.005787372589111328,0.005787372589111328,0.0599457323551178,0.8650258183479309,0.005792839918285608,0.005792839918285608,0.06144171953201294,0.8477604389190674
0.005738256499171257,0.005738256499171257,0.059695154428482056,0.8664054274559021,0.0057417782954871655,0.0057417782954871655,0.06110534816980362,0.8432812690734863
0.005693637300282717,0.005693637300282717,0.059428781270980835,0.8669087886810303,0.0059380377642810345,0.0059380377642810345,0.06195664033293724,0.8395833373069763
0.005659633781760931,0.005659633781760931,0.05929611623287201,0.8672124147415161,0.005635099019855261,0.005635099019855261,0.060610584914684296,0.8459374904632568
0.005638710223138332,0.005638710223138332,0.05916209518909454,0.8674336671829224,0.005752888508141041,0.005752888508141041,0.06149069592356682,0.8464583158493042
0.005607163067907095,0.005607163067907095,0.05900735780596733,0.8684446215629578,0.005817733239382505,0.005817733239382505,0.06126051023602486,0.8492708206176758
0.005582368932664394,0.005582368932664394,0.058871615678071976,0.8683447241783142,0.005589744076132774,0.005589744076132774,0.06001340225338936,0.84765625
0.005551532376557589,0.005551532376557589,0.05868733301758766,0.8689738512039185,0.005606089252978563,0.005606089252978563,0.060286011546850204,0.8473437428474426
0.005546724423766136,0.005546724423766136,0.05863046273589134,0.8688827753067017,0.0056143756955862045,0.0056143756955862045,0.06017503887414932,0.84744793176651
0.005508045665919781,0.005508045665919781,0.058436907827854156,0.8683274388313293,0.005873954389244318,0.005873954389244318,0.06102500855922699,0.850989580154419
