loss,mse,mae,soft_acc,val_loss,val_mse,val_mae,val_soft_acc
0.004331302363425493,0.004331302363425493,0.048286743462085724,0.8885950446128845,0.0034164944663643837,0.0034164944663643837,0.04486330598592758,0.8910937309265137
0.0032719839364290237,0.0032719839364290237,0.043771397322416306,0.8981471061706543,0.003324374556541443,0.003324374556541443,0.04425562173128128,0.8929687738418579
0.0032007114496082067,0.0032007114496082067,0.04315592348575592,0.9002845883369446,0.003266766434535384,0.003266766434535384,0.04344678670167923,0.8954687714576721
0.0031055747531354427,0.0031055747531354427,0.04250974580645561,0.9024184346199036,0.0032053475733846426,0.0032053475733846426,0.04301648959517479,0.89822918176651
0.0030652559362351894,0.0030652559362351894,0.04226177558302879,0.902232825756073,0.0032234375830739737,0.0032234375830739737,0.04373258724808693,0.8971354365348816
0.0030283168889582157,0.0030283168889582157,0.042013879865407944,0.902921199798584,0.0033767896238714457,0.0033767896238714457,0.04396675154566765,0.8955729007720947
0.003009435022249818,0.003009435022249818,0.041875969618558884,0.9036579132080078,0.003178162034600973,0.003178162034600973,0.043735042214393616,0.895312488079071
0.0029895438347011805,0.0029895438347011805,0.04171822592616081,0.9042200446128845,0.003219694597646594,0.003219694597646594,0.043654829263687134,0.89822918176651
0.0029813668224960566,0.0029813668224960566,0.04172316938638687,0.9045745134353638,0.0032286671921610832,0.0032286671921610832,0.04364119470119476,0.8982812762260437
0.0029591901693493128,0.0029591901693493128,0.041491132229566574,0.9050123691558838,0.0032791367266327143,0.0032791367266327143,0.04326721280813217,0.8944791555404663
